"Internal Reference","DESCRIPTION","PRICE","POS Category"
5290900328,"CALIFIA ALMOND VAN",19.49,"Dairy"
5290900330,"CALIFIA ALMOND UNSWET",19.49,"Dairy"
5290900342,"CALIFIA COCUNT ALMOND BLND",19.49,"Dairy"
5290900369,"CALIFIA ALMOND UNSWET VAN",19.49,"Dairy"
2529300098,"SILK ALMOND MILK ORIG ",18.18,"Dairy"
2529300099,"SILK ALMOND MILK VAN",18.18,"Dairy"
2529300119,"SILK ALMOND DARK CHOC",18.18,"Dairy"
2529300149,"SILK ALMOND UNSWETEND",18.18,"Dairy"
2529300136,"SILK ALMOND UNSWETEND VAN",18.18,"Dairy"
2529300274,"SILK CASHEW ORIG ",18.18,"Dairy"
2529300275,"SILK CASHEW UNSWET ",18.18,"Dairy"
2529300216,"SILK LIGHT ALMOND ORIG",18.18,"Dairy"
2529300217,"SILK LIGHT ALMOND VAN",18.18,"Dairy"
2529300241,"SILK BLENDS ORIG",18.18,"Dairy"
2529300242,"SILK BLENDS UNSWET",18.18,"Dairy"
2529300122,"SILK COCONUT ORIG",19.14,"Dairy"
2529300123,"SILK COCONUT VAN ",19.14,"Dairy"
3573227751,"AMISH ORGANIC WHOLE MILK",20.38,"Dairy"
3573220298,"AMISH ORGANIC 2% MILK",20.38,"Dairy"
3573225633,"AMISH ORGANIC 1% MILK",20.38,"Dairy"
3573223740,"AMISH ORGANIC FF MILK",20.38,"Dairy"
4236526435,"HORIZON ORGNIC DHA 2% MILK",26.06,"Dairy"
9396600030,"ORGANIC VALLY 2% CHOC",25.65,"Dairy"
9396651300,"ORGANIC VALLY WHOLE MILK",22.48,"Dairy"
9396651500,"ORGANIC VALLY 2% MILK",22.48,"Dairy"
9396651400,"ORGANIC VALLY 1% MILK",22.48,"Dairy"
9396651600,"ORGANIC VALLY NF MILK",22.48,"Dairy"
9396600445,"ORGANIC VALLY WM OMEGA 3",24.56,"Dairy"
9396600446,"ORGANIC VALLY RF 2% OMEGA 3",24.56,"Dairy"
9396600220,"ORGNIC VALLY FF LACT FREE",24.76,"Dairy"
9396600035,"ORGANIC VALLY 1% LACT FREE",24.76,"Dairy"
9396600091,"ORGANIC VALLY WHOLE MILK",24.9,"Dairy"
9396600021,"ORGANIC VALLY RF 2% MILK",24.9,"Dairy"
9396600090,"ORGANIC VALLY LF 1% MILK",24.9,"Dairy"
9396600022,"ORGANIC VALLY NF MILK",24.9,"Dairy"
5215901205,"STNYFLD ORGNIC WHOLE MILK",22.48,"Dairy"
5215901204,"STNYFLD ORGNIC 2% MILK",22.48,"Dairy"
5215901203,"STNYFLD ORGNIC 1% MILK",22.48,"Dairy"
5215901202,"STNYFLD ORGNIC FF MILK",22.48,"Dairy"
4236500417,"HORIZON VAN ASEPTIC 6pk",19.63,"Dairy"
4236500416,"HORIZON CHOC ASEPTIC 6pk",19.63,"Dairy"
9396600232,"ORGANIC VALLY 1% LF 4pk",23.87,"Dairy"
9396600233,"ORGNIC VALLY 1% CHOC 4pk",23.87,"Dairy"
2529300139,"SILK SOY VERY VAN ASEPTIC",10.94,"Dairy"
2529300137,"SILK SOY CHOC ASEPTIC",10.94,"Dairy"
2529300126,"SILK ALMOND VAN ASEPTIC",10.94,"Dairy"
2529300127,"SILK ALMOND CHOC ASEPTIC",10.94,"Dairy"
7045212319,"FARMLND SKIM PLUS ",19.57,"Dairy"
7045213119,"FARMLAND SKIM PLUS",22.64,"Dairy"
4138309043,"LACTAID 100 FF MILK",20.8,"Dairy"
4138309010,"LACTAID 100 2% RF MILK",20.8,"Dairy"
4138309022,"LACTAID 100 1% LF MILK",20.8,"Dairy"
4138309036,"LACTAID 100 WHOLE MILK",20.8,"Dairy"
4138309021,"LACTAID 100 FF CALC MILK",20.8,"Dairy"
4138309074,"LACTAID 100 2% CALC MILK",20.8,"Dairy"
4138309023,"LACTAID 100 1% CALC MILK",20.8,"Dairy"
4138309029,"LACTAID 100 WH MLK CAL",20.8,"Dairy"
4138309601,"LACTAID 100 1% CHOC",20.8,"Dairy"
4138309075,"LACTAID 100 1% LF MILK",21.55,"Dairy"
4138309042,"LACTAID 100 2% RF MILK",21.55,"Dairy"
4138309600,"LACTAID 100 FF CALC MILK",21.55,"Dairy"
4138309018,"LACTAID 100 FF MILK",21.55,"Dairy"
4138309073,"LACTAID 100 WHOLE MILK",29.86,"Dairy"
4138309070,"LACTAID 100 FF MILK",29.86,"Dairy"
4138309071,"LACTAID 100 LF 1% MILK",29.86,"Dairy"
4138309072,"LACTAID 100 RF 2% MILK",29.86,"Dairy"
4138309025,"LACTAID 100 FF CALC MILK",29.86,"Dairy"
7290400003,"MEYENBERG GOAT MILK",40.36,"Dairy"
7060000046,"TUSCN OVER THE MOON FF MILK",17.4,"Dairy"
8425327117,"RICE DREAM ORIG",17.2,"Dairy"
8425327116,"RICE DREAM VAN",17.2,"Dairy"
3450063456,"LOL HEAVY WHIPPING CREAM",23.45,"Dairy"
3450063611,"LOL WHIPPING CREAM",43.18,"Dairy"
3450063202,"LOL HALF & HALF CREAM",33.57,"Dairy"
3450063210,"LOL FF HALF & HALF CREAM",33.57,"Dairy"
3450063251,"LOL HALF & HALF CREAM",17.68,"Dairy"
3450063211,"LOL FF HALF & HALF CREAM",17.68,"Dairy"
9396651052,"ORGANIC VALLY HALF & HALF",19.29,"Dairy"
9396600033,"ORGANIC VALLY HALF & HALF",34.47,"Dairy"
9396600028,"ORGNIC VALY WHIPING CREM",31.46,"Dairy"
7045276311,"SKIM PLUS FF HALF AND HALF",24.5,"Dairy"
7060000028,"TUSCAN HEAVY CREAM",13.9,"Dairy"
7060000034,"TUSCAN LIGHT CREAM ",18.05,"Dairy"
7060000086,"TUSCAN FF HALF & HALF",12.36,"Dairy"
7060000035,"TUSCAN HALF & HALF ",22.58,"Dairy"
7060000027,"TUSCAN HEAVY CREAM",24.73,"Dairy"
7060000037,"TUSCAN HALF & HALF CREAM",11.69,"Dairy"
7060000026,"TUSCAN HEAVY CREAM",42.5,"Dairy"
7060000036,"TUSCAN HALF & HALF ",22.83,"Dairy"
7060000085,"TUSCAN FF HALF & HALF",21.52,"Dairy"
5225100008,"HERSHEY LF CHOC MILK",13.46,"Dairy"
5225100009,"HERSHEY CHOC MILK SHAKE",13.46,"Dairy"
5225100010,"HERSHEY COOKIE N CREM",13.46,"Dairy"
5225100011,"HERSHEY STR MILK SHAKE",13.46,"Dairy"
2800089500,"NESQUIK FF CHOC MILK",15.25,"Dairy"
2800077212,"NESQUIK CHOC MILK",15.25,"Dairy"
2800089504,"NESQUIK BAN STR MILK",15.25,"Dairy"
2800051575,"NESQUIK STR MILK",15.25,"Dairy"
2800089625,"NESQUIK VAN MILK",15.25,"Dairy"
2800089503,"NESQUIK DOUBL CHOC MILK",15.25,"Dairy"
7235006001,"YOO HOO CHOC DRINK",12.49,"Dairy"
7235006000,"YO-HOO CHOC MILK",9.09,"Dairy"
7148106010,"FR BUTTERMILK",22.97,"Dairy"
3425672128,"ZEIGLR'S NATURL APLE CIDER",18.81,"Dairy"
3425672064,"ZEIGLR'S NATURL APLE CIDER",21.09,"Dairy"
3425628064,"ZEIGLER'S POMGRANTE CIDER",21.09,"Dairy"
3425626064,"ZEIGLER'S SPICE CIDER",21.09,"Dairy"
5290900378,"CALIFIA ALMOND NOG",23.39,"Dairy"
2100030187,"BRK BUTTER SALT 1/4",42.71,"Dairy"
2100030188,"BRK BUTTER SWEET 1/4",42.71,"Dairy"
2100030185,"BRK BUTTER SALT 1/4",63.16,"Dairy"
2100030195,"BRK BUTTER SWEET 1/4",63.16,"Dairy"
7835462011,"CABOT SALT BUTT 1/4",62.1,"Dairy"
7835463604,"CABOT UNSALTED BUTT 1/4",62.1,"Dairy"
6627300209,"FARM CRM SALT BUTTTER 1/4",78,"Dairy"
1570020030,"H BAR BUTTER SALT 1/4",44.95,"Dairy"
1570045010,"H BAR BUTTER SALT 1/4",59.5,"Dairy"
1570045011,"H BAR BUTTER SWEET 1/4",59.5,"Dairy"
3450015136,"LOL BUTTER SALT 1/4",111.8,"Dairy"
3450015150,"LOL BUTTER SWEET 1/4",55.9,"Dairy"
3450015135,"LOL BUTT SALT 4 HALF STICKS",19.61,"Dairy"
1570021310,"PLUGRA EURO UNSLT BUTT 1/4",29.74,"Dairy"
2100030192,"BRK BUTTER SALT WHIP",42.71,"Dairy"
2100030191,"BRK BUTTER SWEET WHIP",42.71,"Dairy"
1570045155,"H BAR BUTTER SALT WHIP",44.95,"Dairy"
1570045156,"H BAR BUTTER SWEET WHIP",44.95,"Dairy"
3450019410,"LOL BUTTER WHIP SALT",19.61,"Dairy"
3450019500,"LOL BUTTER WHIP SWEET",19.61,"Dairy"
2100030196,"BRK SPREDABLE BUTTER",21.48,"Dairy"
3450015129,"LOL SPREADABLE BUTTER",19.43,"Dairy"
3450015116,"LOL SPRD LIGHT BUTT w/CANOLA",19.43,"Dairy"
3377601770,"SMRT BAL SPRDBLE BUTTER",11.66,"Dairy"
3377601780,"SMRT BAL LT SPRDBLE BUTT",11.66,"Dairy"
3377601775,"SMRT BAL SPRDBLE BUTT W/OLIVE",11.66,"Dairy"
2100030197,"BRK ORGNIC SALT WHIP BUTER",26.7,"Dairy"
4236541600,"HORIZON SALTED BUTT 1/4",91.78,"Dairy"
4236541620,"HORIZON UNSALTD BUTT 1/4",91.78,"Dairy"
9396633000,"ORGANIC VALEY SALT BUTER 1/4",72.97,"Dairy"
6770700167,"KERYGOLD SOFT BUTT",38.54,"Dairy"
6770700106,"KERYGOLD IRISH SALT BUTT",44.65,"Dairy"
6770700125,"KERYGOLD IRISH UNSALT BUTT",44.65,"Dairy"
1570020061,"CHEF BUTTER SALT SOLID",2.23,"Dairy"
7835463699,"CABOT 83% BUTT UNSALT SOLIDS",94.81,"Dairy"
1570045035,"H BAR BUTTER SALT 7 LB",2.41,"Dairy"
1570045035,"H BAR BUTTER SALT 7 LB",2.47,"Dairy"
1570045045,"H BAR BUTTER SWEET SOLID",2.26,"Dairy"
,"KELLER BUTTER SWEET CUBE",2.23,"Dairy"
2900000822,"B BON MARGARINE 1/4",23.85,"Dairy"
3377601174,"EARTH BALANCE BUTR STICK",58.79,"Dairy"
3377601179,"EARTH BALANCE SHORT STICK",58.79,"Dairy"
6627300928,"FARM CRM UNSALTED 1/4 MARG",22.8,"Dairy"
6627300922,"FARM CRM MARG SALT 1/4",22.8,"Dairy"
2900000831,"FLEISH MARGARINE 1/4",34.52,"Dairy"
2900000837,"FLEISH MARG SWEET 1/4",34.52,"Dairy"
1570045050,"H BOY MARG 1/4",29.19,"Dairy"
2740010288,"H BAR MARG 1/4",30.75,"Dairy"
4060003416,"ICB BAKING MARG 1/4",54.76,"Dairy"
1111587132,"IMP MARGARINE 1/4",17.81,"Dairy"
3450014000,"LOL MARG 1/4",50.22,"Dairy"
2900065035,"PARKAY MARGARINE LIGHT 1/4",26.98,"Dairy"
2900065020,"PARKAY MARGARINE 1/4",44.97,"Dairy"
2362759015,"SUPER A MARG 1/4",23.49,"Dairy"
2740010320,"SHED CNTRYCRCK CLAS 1/4",28.39,"Dairy"
1111534003,"B BROWN SPREAD SLEEVE",49.06,"Dairy"
2700031147,"FLEISH MARG SLEEVE TWIN PK",25.96,"Dairy"
2700031149,"FLEISH MARG SWEET SLEEVE TWIN PK",25.96,"Dairy"
2700031145,"FLEISH OLIVE OIL SLEEV TWIN PK",25.96,"Dairy"
2900000854,"FLEISH LIGHT SLEVE 2/8oz ",25.96,"Dairy"
4060034100,"ICB MARG SOFT 2/7.5oz pk",16.43,"Dairy"
4060038918,"ICB MARG LT 2/7.5oz PK",16.43,"Dairy"
3450014007,"LOL MARG SOFT TWIN PK",21.08,"Dairy"
3450014404,"LOL BUTTRY TASTE TWIN PK",21.08,"Dairy"
9645119246,"OLIVIO PREM SPRD SLEEV 2/7.5oz",46.76,"Dairy"
2700031144,"PARKAY MARG SOFT TWIN PK",21.38,"Dairy"
1111562124,"PROM REG MARG SLEEVE",49.28,"Dairy"
3377601150,"SMRT BALANCE LT SPRD 2/7.5oz",15.74,"Dairy"
3377601105,"SMRT BALANCE ORIG 2/7.5oz",15.74,"Dairy"
2740010322,"SHED CNTRYCRCK 2/7.5oz ",36.41,"Dairy"
1111517800,"TAKE CONTROL LT SPRD",47.39,"Dairy"
2700000900,"B BON MARG SPREAD",14.68,"Dairy"
1111534004,"B BROWN SPREAD BOWL",32.7,"Dairy"
7868484522,"D FRESH MARG SPREAD",18.03,"Dairy"
3377601178,"EARTH BALANCE SOY GARDEN",37.56,"Dairy"
3377601170,"EARTH BAL ORIG SPRD",20,"Dairy"
3377601186,"EARTH BAL W/OLIVE OIL",38.85,"Dairy"
3377601189,"EARTH BAL SOY FREE SPRD",20.68,"Dairy"
3377601171,"EARTH BAL ORGANIC SPRD",20.68,"Dairy"
3377601175,"EARTH BAL COCUNUT SPRD",41.95,"Dairy"
4060034500,"ICB MARG SOFT BOWL",32.86,"Dairy"
4060022199,"ICB w/OLIVE OIL ",21.9,"Dairy"
4060038718,"ICB MARG LIGHT BOWL",21.9,"Dairy"
3450014429,"LOL BUTTERY TASTE SPRD",21.08,"Dairy"
2900000803,"MOVE OVER BUTTER BOWL",12.1,"Dairy"
9645119241,"OLIVIO PREM SPRD BOWL",31.17,"Dairy"
2700031143,"PARKAY MARG SOFT BOWL MAXI",21.38,"Dairy"
2362759061,"SUPER A MARG SPREAD",13.76,"Dairy"
2362756810,"SUPER A TASTE LIKE BTR",18.23,"Dairy"
3377601950,"SMRT BAL HEART RIGHT LT SPRD",17.52,"Dairy"
3377601162,"SMRT BALANCE ORGNIC WHIP SPRD",18.05,"Dairy"
3377601100,"SMRT BALANCE SPREAD",47.21,"Dairy"
3377601153,"SMRT BALANCE LT W/FLAX OIL ",31.48,"Dairy"
3377601103,"SMRT BALANCE W/OMEGA 3",15.74,"Dairy"
3377601120,"SMRT BALANCE WHIP SLT SPRD",15.74,"Dairy"
3377601130,"SMRT BALANCE W/OLIVE OIL",15.74,"Dairy"
3377601152,"SMRT BALANCE LT W/OLIVE OIL",15.74,"Dairy"
3377601154,"SMRT BALANCE LT W/OMEGA 3",15.74,"Dairy"
3377601135,"SMRT BAL SPRD W/CALC",15.74,"Dairy"
2740010307,"SHED CNTRYCRCK BOWL",48.55,"Dairy"
2740080024,"SHED CNTRYCRCK BOWL W/CAL",24.27,"Dairy"
2740022402,"SHED CNTRYCRCK LIGHT",24.27,"Dairy"
2740039118,"SHED CNTRYCRCK CHURN",24.27,"Dairy"
2700000933,"B BON MARG SPREAD",19.84,"Dairy"
7868485070,"D FRESH MARG SPREAD",17.14,"Dairy"
6627357610,"FARM CRM MARG SPREAD",9.8,"Dairy"
6065974508,"H BAR MARG SPREAD",18.87,"Dairy"
1111522427,"IMP MARG SPREAD",11.42,"Dairy"
4060022425,"ICB MARG SOFT TUB",36.28,"Dairy"
4060022423,"ICB MARG LT SOFT TUB",36.28,"Dairy"
2700031150,"PARKAY MARG SPRED",16.12,"Dairy"
2900065038,"PARKAY MARG LT SPRED",16.12,"Dairy"
2740010312,"SHED CNTRYCRCK SPRD",35.81,"Dairy"
2362759017,"SUPER A MARG SPREAD",11.24,"Dairy"
2362759037,"SUPER A MARG WHIPPED",17.41,"Dairy"
3377601160,"SMRT BALANCE BUTT SPRD",32.2,"Dairy"
3377601156,"SMRT BALANCE LT BUTT SPRD",32.2,"Dairy"
2740026505,"SHED CNTRYCRCK CHURN",40.29,"Dairy"
2740026495,"SHED CNTRYCRCK W/CAL",40.29,"Dairy"
2740026499,"SHED CNTRYCRCK SPRD",40.29,"Dairy"
2740026497,"SHED CNTRYCRCK LIGHT",40.29,"Dairy"
4060034122,"ICB MARG SPRAY",32.99,"Dairy"
2900065150,"PARKAY MARG SQEEZE",42.85,"Dairy"
3377601800,"SMRT BEAT FF MARG SQUEEZE",21.53,"Dairy"
3377601620,"SMRT BALANCE SPRAY",31.48,"Dairy"
7868480114,"DEW FRESH MARG SOLID",22.77,"Dairy"
1570045060,"H BOY MARG SOLID",29.19,"Dairy"
7018982433,"SUNRISE BUTTER BLEND SOLID",26.68,"Dairy"
7018982440,"SUNRISE NO TRANS FAT BUTT BLND",29.68,"Dairy"
5034601020,"GRD A EX LARGE EGGS CART",46.5,"Dairy"
,"GRD A LARGE EGGS CART",46.2,"Dairy"
6,"GRD A EX LARGE EGGS LOOSE",45.6,"Dairy"
9522214453,"NAT YOKE EX LRG CAGE FREE BR EGG",36.54,"Dairy"
9522213532,"NATURE YOKE ORGNIC 6pk EGG",23.79,"Dairy"
9522214732,"NATURE YOKE OMEGA 3 6pk EGG",18.35,"Dairy"
9522212462,"NATURE YOKE NAT WHT EGG",38.24,"Dairy"
9522214464,"NAT YOKE JUMBO CAGE BR PLAS",32.15,"Dairy"
9522214552,"NATURE YOKE NAT BROWN EGG",35.15,"Dairy"
9522213452,"NATURE YOKE ORGANIC BR EGG",47.25,"Dairy"
9522214762,"NATURE YOKE OMEGA 3 EGG",39.32,"Dairy"
9522213564,"NAT YOKE JUMBO ORGNC BR PLAS",42.41,"Dairy"
9396681121,"ORGNIC VALY LRG EGG 6PK",26.5,"Dairy"
9396681180,"ORGNIC VALY OMEGA-3 LRG EGG",28.29,"Dairy"
662497550,"BETTER'N EGGS FAT FREE",27.16,"Dairy"
7027200217,"EGG BEATERS ORIG 32oz",45.96,"Dairy"
7027200216,"EGG BEATERS ",31.79,"Dairy"
7027200213,"EGG BEATERS EGG WHITES",31.79,"Dairy"
9396681111,"ORGNIC VALY EGG WHITES",54.84,"Dairy"
662497220,"PAPETTI ALL WHITES 3pk",20.12,"Dairy"
662497122,"PAPETTI EGG WHITES",48.43,"Dairy"
662433333,"PAPETTI EGG WHITES",27.16,"Dairy"
2016922150,"SIMPLY POTATO MASHED",11.44,"Dairy"
9194567888,"DUTCH FARM BAR CRM CH",47.9,"Dairy"
6627301104,"FARM CRM BAR CRM CH",36.61,"Dairy"
2100061223,"PHIL BAR CRM CH 12pk",28.29,"Dairy"
2100061247,"PHILY LT BAR CRM 12pk",30.22,"Dairy"
2100061223,"PHILLY CRM CH",79.78,"Dairy"
2100061247,"PHILLY LT BAR CRM CH",56.87,"Dairy"
2362756061,"SUPER A BAR CRM CH",38.93,"Dairy"
6627300808,"FARM CRM SOFT CRM CH",14.03,"Dairy"
2100062316,"PHILLY RTE CH CAKE FILLING",21.95,"Dairy"
2100000730,"PHILLY SOFT GARD VEG CRM CH",22.21,"Dairy"
2100000028,"PHILLY SOFT LT CRM CH",22.21,"Dairy"
2100000154,"PHILLY SOFT NF CRM CH",22.21,"Dairy"
2100000733,"PHILLY SOFT PINE CRM CH",22.21,"Dairy"
2100000727,"PHILLY SOFT STR CRM CH",22.21,"Dairy"
2100000728,"PHILLY SOFT CHV & ON CRM CH",22.21,"Dairy"
2100000731,"PHILLY SOFT SALM CRM CH",22.21,"Dairy"
2100000734,"PHILLY SOFT BLUEBRY CRM CH",22.21,"Dairy"
2100000753,"PHILLY SOFT LT CHV & ON CRM CH",22.21,"Dairy"
2100000736,"PHILLY SOFT NF STR CRM CH",22.21,"Dairy"
2100000754,"PHILLY SOFT LT VEG CRM CH",22.21,"Dairy"
2100000014,"PHILLY SOFT CREAM CH",22.21,"Dairy"
2100061688,"PHILLY SOFT CREAM CH",38.22,"Dairy"
2100061218,"PHILLY SOFT LT CRM CH",38.22,"Dairy"
2100061215,"PHILLY SOFT CREAM CH",24.33,"Dairy"
2100061217,"PHILLY SOFT LT CRM CH",24.33,"Dairy"
2362759019,"SUPER A SOFT CRM CH",13.84,"Dairy"
6627302069,"FARM CRM WHIP CRM CH",14.51,"Dairy"
2100060085,"PHILLY WHIP CRM CH",37.3,"Dairy"
2100061984,"PHILLY WHIP CRM CH",26.58,"Dairy"
2100061987,"PHILLY WHIP CHIVE CRM CH",26.58,"Dairy"
2362759063,"SUPER A WHIP CREAM CH",14.33,"Dairy"
2100030028,"TEMPTEE CRM CH",27.77,"Dairy"
2100003667,"TEMPTEE CRM CH",38.49,"Dairy"
2924400500,"5LB SOFT CREAM CHEESE",1.64,"Dairy"
2924400500,"5LB SOFT CREAM CHEESE",1.64,"Dairy"
,"KRAFT CREAM CHEESE",1.8,"Dairy"
,"PHILLY BULK CREAM CH",1.91,"Dairy"
,"PHILLY LITE BULK CRM CH",2.04,"Dairy"
,"PHILLY BULK CREAM CH 50lb",1.83,"Dairy"
3090001613,"RASKAS 3LB LOAF CRM CH",1.63,"Dairy"
,"RASKAS BULK CREAM CH",1.48,"Dairy"
,"TOF KOSHER CREAM CH BULK",2.09,"Dairy"
,"TOFU BETTER THAN CRM CH",1.89,"Dairy"
,"TOFU NON TRANS FAT CREAM CH",1.89,"Dairy"
2018807000,"TOFUTI RICOTTA ",36.5,"Dairy"
2018806010,"TOFUTI SOUR SPREME",18.62,"Dairy"
2018805018,"TOFUTI GARL & HERB",22.34,"Dairy"
2018805010,"TOFUTI PLAIN",22.34,"Dairy"
2018805011,"TOFUTI FR ONION",22.34,"Dairy"
2018805012,"TOFUTI HERB & CHIVE",22.34,"Dairy"
2018805025,"TOFUTI NO BUTER FAT CREM CH",22.34,"Dairy"
2018807701,"TOFUTI AMER SOY CH SL",26.73,"Dairy"
2018807700,"TOFUTI MOZZ SOY CH SL",26.73,"Dairy"
2548400012,"NSOYA ORGNC EX FIRM TOFU",8.28,"Dairy"
2548400010,"NSOYA ORGNC FIRM TOFU",8.28,"Dairy"
2548400013,"NSOYA ORGNC SILKEN TOFU",8.28,"Dairy"
2548400652,"NSOYA ORGNC SPROUTED TOFU",9.94,"Dairy"
2548400021,"NSOYA ORGNC LT FIRM TOFU",9.94,"Dairy"
2548400006,"NSOYA WON TON WRAPERS",10.74,"Dairy"
2548400005,"NSOYA EGG ROLL WRAPERS",10.74,"Dairy"
2548400657,"NASOYA VAC PK EX FIRM",11.59,"Dairy"
2548400669,"NASOYA SHIRTAKI FETUCINE",17.24,"Dairy"
2548400670,"NASOYA SHIRTAKI SPAGETTI",17.24,"Dairy"
7145900001,"DAIYA MOZZ SHRED",35.02,"Dairy"
7145900002,"DAIYA CHED SHRED ",35.02,"Dairy"
7145900003,"DAIYA PEPER JCK SHRED",35.02,"Dairy"
7145900012,"DAIYA CHEDD CHUNK",23.35,"Dairy"
7145900013,"DAIYA JALP HAVRTI CHUNK",23.35,"Dairy"
7145900020,"DAIYA SWISS SL",23.35,"Dairy"
7145900021,"DAIYA PROVOLNE SL",23.35,"Dairy"
7145900022,"DAIYA CHEDDAR SL",23.35,"Dairy"
7145900107,"DAIYA CREAM CHESE ORIG",17.51,"Dairy"
7145900109,"DAIYA CREAM CH CHIVE ",17.51,"Dairy"
7074061611,"CALAVO FRESH CALIENT GUACAMOLE",19.68,"Dairy"
7074061610,"CALAVO FRESH AUTHEN GUACAMOLE",19.68,"Dairy"
7074061612,"CALAVO FRESH PICO GUACAMOLE",19.68,"Dairy"
7074064611,"CALAVO AVOCADO HUMMUS ",19.68,"Dairy"
2100061391,"KR QUALITY FR ONION DIP",23.56,"Dairy"
2100061392,"KR QUALITY RANCH DIP",23.56,"Dairy"
2100061385,"KR QUALITY GREEN ONION DIP",13.73,"Dairy"
2100061382,"KR QUALITY RANCH DIP",13.73,"Dairy"
2100061383,"KR QUALITY FRNCH ONION DIP",13.73,"Dairy"
8062131880,"SANTA BARBA MILD SALSA",11.8,"Dairy"
8062141183,"SANTA BARBA MED SALSA",11.8,"Dairy"
8062141145,"SANTA BARBA HOT SALSA",11.8,"Dairy"
8062141149,"SANTA BARBA ROSTD GARL SALSA",11.8,"Dairy"
8062141182,"SANTA BARBA MANGO/PCH SALSA",11.8,"Dairy"
7170025962,"AX LIGHT SOUR CREAM",21.5,"Dairy"
7170026162,"AX SOUR CREAM",21.5,"Dairy"
2100012129,"BRK SOUR CREAM",35.72,"Dairy"
2100030165,"BRK SOUR CRM",25.66,"Dairy"
2100012164,"BRK 1/3 LESS FAT SOUR CRM",25.66,"Dairy"
2100012125,"BRK FREE SOUR CRM",25.66,"Dairy"
2100030167,"BRK SOUR CRM",15.64,"Dairy"
2100012162,"BRK LIGHT SOUR CRM",15.64,"Dairy"
2100012120,"BRK FREE SOUR CRM",15.64,"Dairy"
7835422404,"CABOT SOUR CREAM",21.94,"Dairy"
7342000006,"DAISY NATURL SOUR CRM",13.92,"Dairy"
7342000011,"DAISY NATURL SOUR CRM",18.97,"Dairy"
7342000015,"DAISY NATURL LT SOUR CRM",18.97,"Dairy"
7148104100,"FR SOUR CRM",10.81,"Dairy"
6627368000,"FARM CRM SOUR CREAM",14.5,"Dairy"
7148104500,"FR LIGHT SOUR CRM",16.18,"Dairy"
7148104200,"FR SOUR CRM",16.18,"Dairy"
9396600205,"ORGANIC VALEY SOUR CREAM",14.97,"Dairy"
2362759023,"SUPER A SOUR CREAM",18.14,"Dairy"
4090000241,"DAIRY STAR SOUR CREAM",24.42,"Dairy"
7148104300,"FR SOUR CR 10lb ",26.88,"Dairy"
,"TOFU SOUR SUPREME",1.8,"Dairy"
2100012380,"BRK SM CURD 4% COTT CH 4pk",20.03,"Dairy"
2100012381,"BRK SM CURD NF COTT CH 4pk",20.03,"Dairy"
2100012382,"BRK SM CURD 2% COTT CH 4pk",20.03,"Dairy"
2100001328,"BRK DIGESTIVE COTT CH 4pk",20.03,"Dairy"
2100000668,"BRK 100 CAL STR DOUBLS",9.63,"Dairy"
2100000669,"BRK 100 CAL PEACH DOUBL",9.63,"Dairy"
2100000667,"BRK 100 CAL PINE DOUBLS",9.63,"Dairy"
2100000670,"BRK 100 CAL BLUE DOUBLS",9.63,"Dairy"
7148101600,"FR COTT CH",16.2,"Dairy"
7148102010,"FR LF PINE COTT CH",16.2,"Dairy"
7148102420,"FR LF COTT CH",16.2,"Dairy"
7148102792,"FR FIT-GO 4% COTT CH",8.78,"Dairy"
7148102794,"FR FIT-GO 1% COTT CH",8.78,"Dairy"
7148102796,"FR FIT-GO 1% PINE COTT",8.78,"Dairy"
7170059062,"AX CHUNK COTTAGE CH",13.51,"Dairy"
