"Interal Reference","Description","Retail","POS Category"
"04133103970","TOMATO PASTE 28 OZ",2.39,"Grocery"
"04133103971","FIDELINI  6 OZ",1.09,"Grocery"
"04133103972","VERMICELLI  7 OZ",.49,"Grocery"
"04133103973","FIDELINI  12 OZ",1.89,"Grocery"
"04133103974","FIDEO  7 OZ",.49,"Grocery"
"04133103975","CABELLO DE ANGEL 12 OZ",1.89,"Grocery"
"04133103976","CABELLO DE ANGEL 6 OZ",1.09,"Grocery"
"04133103977","LETRAS/ALPHABETS 7 OZ",.49,"Grocery"
"04133103978","LENGUA  7 OZ",.49,"Grocery"
"04133103979","CODITOS/ELBOWS 7 OZ",.49,"Grocery"
"04133103980","SPAGHETTI  7 OZ",.49,"Grocery"
"04133103981","ESTRELLAS/STARS 7 OZ",.49,"Grocery"
"04133103982","CONCHAS/SHELLS 7 OZ",.49,"Grocery"
"04133103983","THICK FIDELINI 12/12 OZ.",1.89,"Grocery"
"04133103984","MALTA GOYA 4/6 PACK  12 OZ",4.99,"Grocery"
"04133103985","LOOSE MALTA  12 OZ",1.49,"Grocery"
"04133103986","GUAVA SODA  12 OZ",.89,"Grocery"
"04133103988","PINEAPPLE SODA 12 OZ",.89,"Grocery"
"04133103990","TAMARIND SODA  12 OZ",.89,"Grocery"
"04133103992","MANADARIN ORANGE  12 OZ",.89,"Grocery"
"04133103994","LEMON LIME SODA 12 OZ",.89,"Grocery"
"04133103996","FRUIT PUNCH  12 OZ",.89,"Grocery"
"04133103998","COLA CHAMPAGN C.AMERICANA 12OZ",.89,"Grocery"
"04133104000","COCONUT SODA  12 OZ",.89,"Grocery"
"04133104002","GINGER BEER  12 OZ",.89,"Grocery"
"04133104004","STRAWBERRY SODA  12 OZ",.89,"Grocery"
"04133104006","MALTA GOYA  4/6PK  7 OZ",4.19,"Grocery"
"04133104008","MALTA GOYA 4/10 PACK  7 OZ",5.99,"Grocery"
"04133104012","MALTA LIGHT LOOSE 12 OZ",.79,"Grocery"
"04133104018","MORENA MALTA ALEMANA 12 OZ",1.09,"Grocery"
"04133104019","APPLE SODA  12 OZ",.89,"Grocery"
"04133104021","GRAPE SODA  12 OZ",.89,"Grocery"
"04133104025","MALTA 12 PACK CUBE  12 OZ",10.49,"Grocery"
"04133104032","SANGRIA 12 OZ.",.89,"Grocery"
"04133104034","GUARANA SODA 12 OZ",.89,"Grocery"
"04133104056","MALTA AZUCAR DE CANA",.89,"Grocery"
"04133104060","TROPICOLA SODA 4/6PK/12 OZ",3.59,"Grocery"
"04133104063","TROPICOCO SODA 4/6 PK 12 OZ",3.59,"Grocery"
"04133104065","GOYA CRACKERS SHIPPER",2.59,"Grocery"
"04133104100","GOYA 2 LITER COLA CHAMPAGNE",1.59,"Grocery"
"04133104101","GOYA 2 LITER TROPICOLA",1.59,"Grocery"
"04133104102","GOYA 2 LITER COCONUT SODA",1.59,"Grocery"
"04133104103","GOYA 2 LITER STRAWBERRY",1.59,"Grocery"
"04133104104","GOYA 2 LITER GINGER BEER",1.59,"Grocery"
"04133104105","GOYA 2 LITER FRUIT PUNCH",1.59,"Grocery"
"04133104106","GOYA 2 LITER PINEAPPLE SODA",1.59,"Grocery"
"04133104120","GOYA CANE COLA CHAMPAGNE LOOSE",.99,"Grocery"
"04133104121","GOYA CANE COCONUT SODA LOOSE",.99,"Grocery"
"04133104122","GOYA CANE PINEAPPLE SODA LOOSE",.99,"Grocery"
"04133104170","GOYA FLORIDA WATER 9 OZ",2.99,"Grocery"
"071512872201","GALLETAS SULTANA ESTRELLITAS",6.59,"Grocery"
"00036220591","COLADORES-COFFEE STRAINERS 1PK",2.39,"Grocery"
"07478600001","LA CUBANITA GUAVA CREAM",3.89,"Grocery"
"07478600002","LA CUBANITA GUAVA W/JELLY",4.29,"Grocery"
"07478600011","LA CUBANITA MILK CREAM",3.79,"Grocery"
"07478600016","LA CUBANITA GUAVA & MILK CREAM",3.69,"Grocery"
"07478600150","LA CUBANITA SUGAR FREE GUAVA P",5.69,"Grocery"
"04133104900","GOYA ECUADOR STYLE PLATANITOS",.79,"Grocery"
"04133104911","CASSAVA CHIPS GARLIC 4 OZ",1.79,"Grocery"
"04133104912","PLANTAIN CHIPS SHIPPER",1.99,"Grocery"
"04133104915","SWEET PLANTAIN CHIPS",1.99,"Grocery"
"04133104916","SWEET POTATO CHIPS",1.99,"Grocery"
"04133104921","GOYA BARBECUE CHICHARRONES",1.69,"Grocery"
"04133104922","TORTILLA CHIP-DELI STYLE 16 OZ",2.69,"Grocery"
"04133104924","PLANTAIN CHIPS 10 OZ",3.59,"Grocery"
"04133104925","PLANTAIN CHIPS  5 OZ",1.99,"Grocery"
"04133104927","PLANTAIN CHIPS  2 OZ.",.99,"Grocery"
"04133104932","PLANTAIN NO SALT CHIPS 5 OZ",1.99,"Grocery"
"04133104933","PLANTAIN GARLIC CHIPS 5 OZ",1.99,"Grocery"
"04133104934","PLANTAIN STRIPS  3.5 OZ",1.79,"Grocery"
"04133104935","CHICHARRONES  3 OZ",1.69,"Grocery"
"04133104936","CHICHARRONES HOT & SPICY",1.69,"Grocery"
"04133104938","CRACKLING PORK RIND 2 OZ",1.59,"Grocery"
"04133104939","CRACKLING PORK RIND 5 OZ",3.39,"Grocery"
"04133104941","CASSAVA CHIPS 4.0 OZ",1.79,"Grocery"
"04133104942","MARIA CRACKER  3.5 OZ",.79,"Grocery"
"04133104943","MARIA CRACKER  7 OZ",1.39,"Grocery"
"04133104944","MARIA CRACKERS FAM PK 28.2 OZ",3.29,"Grocery"
"04133104947","PALMERITA COOKIES  5.82 OZ",1.49,"Grocery"
"04133104948","CRACKERS",1.49,"Grocery"
"04133104951","MARIA 3 PACK (FLOW PACK)",1.99,"Grocery"
"04133104952","TROP BUTTER CRACKER  3 OZ",.79,"Grocery"
"04133104954","TROP BUTTER CRACKER  12 OZ",2.79,"Grocery"
"04133104955","SNACK CRACKERS  12 OZ",2.79,"Grocery"
"04133104957","WHL WHEAT SNACK CRACKER 12 OZ",2.79,"Grocery"
"04133104958","SESAME SEED SNK CRACKER 12 OZ",2.79,"Grocery"
"04133104959","GARLIC SNACK CRACKERS 12 OZ",2.79,"Grocery"
"04133104961","CASSAVA BREAD NAT CLASSIC 11OZ",2.49,"Grocery"
"04133104962","LADY FINGERS  7 OZ",1.39,"Grocery"
"04133104963","CASSAVA BREAD NAT CLASSIC 8OZ",1.79,"Grocery"
"04133114964","GOYA VANILLA WAFER SMK 6/12PK",4.99,"Grocery"
"04133114965","GOYA STRAWBERRY WAFER SNACK",4.99,"Grocery"
"04133114966","GOYA CHOCO WAFER SNACK 6/12 PK",4.99,"Grocery"
"04133104967","PALMERITAS 2.91 OZ.",.79,"Grocery"
"04133104968","MARIA CHOCOLATE 3.5 OZ.",.89,"Grocery"
"04133104969","MARIA CHOCOLATE 7 OZ.",1.69,"Grocery"
"04133104971","GOYA CHOCO-VANILLA WAFER",.99,"Grocery"
"04133104974","GOYA WAFER REGULAR DISPLAY 5.6",.99,"Grocery"
"04133104975","GOYA WAFER VANILLA COOKIES",.99,"Grocery"
"04133104976","GOYA WAFER STRAWBERRY COOKIES",.99,"Grocery"
"04133104977","GOYA WAFER GUAVA COOKIES",.99,"Grocery"
"04133104978","GOYA WAFER DULCE LECHE COOKIES",.99,"Grocery"
"04133104979","GOYA WAFER CHOCOLATE COOKIES",.99,"Grocery"
"04133104980","GOYA WAFER PINEAPPLE COOKIES",.99,"Grocery"
"04133104981","GOYA WAFER COCONUT COOKIES",.99,"Grocery"
"04133104982","GOYA WAFER MANGO COOKIES",.99,"Grocery"
"04133104983","GOYA WAFER TROPICAL DISPLY 5.6",.99,"Grocery"
"04133104987","GOYA VANILLA-STRAWBERRY WAFER",.89,"Grocery"
"04133104988","GOYA CHOCOLATE-VANILLA WAFER",.89,"Grocery"
"04133104989","GOYA STRWBERRY-CHOCOLATE WAFER",.89,"Grocery"
"04133104990","GALLETAS MARIA SIN AZUCAR 7 OZ",1.39,"Grocery"
"04133105008","SAZONADOR TOTAL GOYA",141.39,"Grocery"
"613522012102","TRES ESTRELLAS PANCAKES",1.99,"Grocery"
"04133105034","GOYA INSTANT OATS 32 OZ",2.69,"Grocery"
"04133105035","GOYA CEBADA ROSADA/BARLEY 12 O",1.99,"Grocery"
"04133105036","GOYA AVENA HOJUELAS/OATS",1.19,"Grocery"
"04133105037","GOYA HORCHATA MORRO 12 OZ",1.99,"Grocery"
"04133105038","GOYA HORCHATA 12 OZ",1.99,"Grocery"
"04133105039","GOYA PINOL/GRD TSTD CORN 12 OZ",1.99,"Grocery"
"04133105040","GOYA PINOLILLO/CORN MEAL 12 OZ",1.99,"Grocery"
"04133105041","GOYA INSTANT OATS 17.63 OZ.",.00,"Grocery"
"04133105052","GOYA ORGANIC QUINOA 12 OZ.",5.49,"Grocery"
"04133105053","GOYA PURPLE CORN",2.89,"Grocery"
"04133105056","PAPA SECA  24/12 OZ.",1.69,"Grocery"
"04133105057","QUINOA SEEDS 24/12 OZ.",4.49,"Grocery"
"85467500500","HARINA PAN WHITE 5 LBS",7.19,"Grocery"
"87073900208","DONAREPA WHITE CORN FLOUR",2.49,"Grocery"
"87073900205","DONAREPA YELLOW CORN FLOUR",2.49,"Grocery"
"739907002311","HARINA PAN SWEET CORN MIX",1.99,"Grocery"
"04133105073","YELLOW CORN MASAREPA 35.2 OZ.",2.29,"Grocery"
"04133105074","WHITE CORN MASAREPA 35.2 OZ.",2.29,"Grocery"
"04133105075","MASAREPA-WHITE  5 LB",5.99,"Grocery"
"04133105076","YELLOW MASAREPA  5 LB",5.99,"Grocery"
"04133105077","MASAREPA-WHITE  24 OZ",2.09,"Grocery"
"04133105078","MASAREPA-YELLOW  24 OZ",2.09,"Grocery"
"04133105079","BULGUR WHEAT-KIEPE 24 OZ FINE",2.49,"Grocery"
"04133105080","BULGUR WHEAT KIEPE  24 OZ",2.49,"Grocery"
"04133105083","MASARICA 10/4 LBS 64 0Z.",3.99,"Grocery"
"04133105086","FINE CORN MEAL   5 LB",4.99,"Grocery"
"04133105087","COARSE CORN MEAL 5 LB",4.99,"Grocery"
"04133105089","RICE FLOUR 5 LB",8.29,"Grocery"
"04133105090","AITOS SHRIMP & COD FRITTER",1.49,"Grocery"
"04133105091","FARINHA MANDIOCA 240Z",5.29,"Grocery"
"04133105093","YUCA HARINA 24 OZ",3.69,"Grocery"
"04133105097","BACALAITOS DISPLAY  4.5 OZ",1.39,"Grocery"
"04133105098","GOYA BACALAITOS  4.5 OZ",1.49,"Grocery"
"04133105099","COARSE CORN MEAL  24 OZ",1.49,"Grocery"
"04133105100","FINE CORN MEAL  24 OZ",1.49,"Grocery"
"04133105101","FINE CORN MEAL  12 OZ.",.79,"Grocery"
"04133105102","COARSE CORN MEAL  12 OZ",.79,"Grocery"
"04133105103","WHEAT FLOUR  12 OZ",.79,"Grocery"
"04133105104","WHEAT FLOUR  24 OZ",1.49,"Grocery"
"04133105105","RICE FLOUR  12 OZ",1.35,"Grocery"
"04133105106","RICE FLOUR/HARINA DE ARROZ 24",2.59,"Grocery"
"04133105108","EXTRA FINE CORN FLOUR 12 OZ",.79,"Grocery"
"04133105109","EXTRA FINE CORN FLOUR 24 OZ",1.49,"Grocery"
"61352202100","TRES ESTRELLAS RICE FLOUR 17.6",1.39,"Grocery"
"61352202101","TRES ESTRELLAS CHURRO MIX 17.6",2.09,"Grocery"
"05181751610","CHOCOLISTO   12/10.5 OZ",1.69,"Grocery"
"05181750513","CHOCOLISTO 6/35 OZ",4.69,"Grocery"
"05181750510","SWEET CORONA CHOCOLATE 20/17.6",2.19,"Grocery"
"05181750341","CHOCOLISTO STRWBRRY POWDER MIX",1.69,"Grocery"
"05181750342","CORONA INSTANT CHOCOLATE FLASH",2.39,"Grocery"
"05181750344","SWEET CORONA CHOCOLATE VANILLA",1.29,"Grocery"
"05181750511","SWEET CORONA CHOCOLATE 8.8 OZ",1.29,"Grocery"
"05181750338","SWEET CORONA CHOC CINN CLOVE",1.29,"Grocery"
"61352202109","TRES ESTRELLAS BUNUELOS FLR MX",2.09,"Grocery"
"07614220501","CORTES INST CHOCOLATE DRNK MIX",3.29,"Grocery"
"01352202106","3 ESTRELLAS ATOLE FRESA 1.76 O",.39,"Grocery"
"01352202104","3 ESTRELLA ATOLE VAINILLA 1.76",.39,"Grocery"
"01352202105","3 ESTRELLA ATOLE CHOCLATE 1.76",.39,"Grocery"
"04133105131","GOYA MAIS MOULIN 24 OZ.",1.59,"Grocery"
"02924300505","LA MODERNA DUROS RUEDA 1/33LB",.89,"Grocery"
"02924300506","LA MODERNA DUROS CUADRO PEQ",.89,"Grocery"
"02924300507","LA MODERNA DUROS CUADROS GRAN",.89,"Grocery"
"04133105136","GOYA DUROS RUEDA  24/7OZ",1.19,"Grocery"
"04133105137","GOYA DUROS CUADRO  24/7 OZ.",1.19,"Grocery"
"04133105138","GOYA DUROS LAGRIMA  24/7OZ",1.19,"Grocery"
"07369300107","CORTES MOLIDO LITE POUCH 10OZ",3.99,"Grocery"
"07369300105","CORTES MOLIDO POUCH 12 OZ",3.59,"Grocery"
"07369300103","CORTES MOLIDO POUCH  6 OZ",2.29,"Grocery"
"66144000002","ZULKA AZUCAR MORENA/SUGAR 2 LB",2.69,"Grocery"
"66144000021","ZULKA AZUCAR MORENA/SUGAR 4 LB",4.59,"Grocery"
"04133105210","GOYA TE TILO 1.32 OZ",1.99,"Grocery"
"04133105211","GOYA TE LAXANTE 1.32 OZ.",5.29,"Grocery"
"04133105212","GOYA TE MANZANILLA ANIS 1.06",2.39,"Grocery"
"04133105213","GOYA TE MANZANILLA 1.06 OZ.",1.99,"Grocery"
"04133105214","GOYA TE LINDOS SUENOS",5.29,"Grocery"
"04133105215","GOYA TE NEGRO 1.32 OZ.",2.39,"Grocery"
"04133105216","GOYA TE VERDE 1.32 OZ.",3.39,"Grocery"
"04133105223","GOYA DECAFF. BRICK PACK 8.8 OZ",4.59,"Grocery"
"04133105229","DECAFINATED COFFEE 10 OZ",4.69,"Grocery"
"04133105236","COFFEE BRICK-PAK 8.8 OZ",3.79,"Grocery"
"04133105237","COFFEE BRICK PK DISPLAY 8.8 OZ",3.79,"Grocery"
"04133105238","GOYA COFFEE VACUUM CANS 10 OZ",4.39,"Grocery"
"04133105239","COFFEE VACUUM CANS",9.79,"Grocery"
"04133105243","CAFE GOYA SINGLE SERVE",7.69,"Grocery"
"04133105251","GOYA COFFEE 1/4 PALLET DISPLAY",3.79,"Grocery"
"02800046701","NESCAFE CLASICO",3.39,"Grocery"
"02800046942","NESCAFE CLASSICO",5.99,"Grocery"
"02800046631","NESCAFE CLASICO",11.39,"Grocery"
"02800046298","NESCAFE CLASICO",12.59,"Grocery"
"028000054231","NESCAFE CLASICO DECAF",13.29,"Grocery"
"02800045000","NESCAFE CAFE CN LECHE 10.58 OZ",6.79,"Grocery"
"02800071456","NESCAFE CAFE DE OLLA",11.99,"Grocery"
"02800029978","NESTLE ABUELITA GRANULADO 11.2",5.19,"Grocery"
"02800073609","MAGGI CASERAS CHKN W VEGE SOUP",1.29,"Grocery"
"02800073607","MAGGI CASERAS VEGE NOODLE SOUP",1.29,"Grocery"
"02800088105","MAGGI VEGETABLE CUBE 20 COUNT",1.59,"Grocery"
"028000307257","MAGGI SO JUICY MEDITERRANEAN",1.99,"Grocery"
"02800051115","MAGGI BEEF BOUILLON 7.9 OZ.",2.69,"Grocery"
"02800023317","NIDO 1 + KINDER",17.09,"Grocery"
"02800088101","MAGGI BEEF CUBE 20 COUNT",1.49,"Grocery"
"02800088103","MAGGI CHICKEN CUBE 20 COUNT",1.49,"Grocery"
"02800012387","MAGGI CHKN 24 TAB 10.2 OZ",1.89,"Grocery"
"02800050031","MAGGI BEEF CUBES 6 TAB 2.32 OZ",.79,"Grocery"
"02800024795","MAGGI CHKN CUBES 6 TAB 2.32 OZ",.79,"Grocery"
"02800011567","MAGGI CHKN CUBES 12TAB 4.86 OZ",1.15,"Grocery"
"02800050076","MAGGI CHKN CUB DR 6TAB 2.54 OZ",.89,"Grocery"
"02800051041","MAGGI CHKN NOODLE SOUP 2.11 OZ",.79,"Grocery"
"02800051601","MAGGI CHKN RICE SOUP 2.11 OZ",.79,"Grocery"
"02800051611","MAGGI BEEF NOODLE SOUP 2.11 OZ",.79,"Grocery"
"02800051591","MAGGI CRM OF CHKN SOUP 2.32 OZ",.89,"Grocery"
"02800051731","MAGGI SEAFOOD SOUP 3 OZ",.89,"Grocery"
"02800051310","MAGGI POLLO C/CARACOL 2.11 OZ",.79,"Grocery"
"02800021319","MAGGI CHKN BOUILLON JARS 3.5OZ",1.39,"Grocery"
"02800080319","MAGGI CHKN BOUILLON JARS 7.9OZ",2.49,"Grocery"
"02800070319","MAGGI CHKN BOUILLON JAR 15.9OZ",4.39,"Grocery"
"02800010905","MAGGI CHICKEN GRAN BAG 6X2.2LB",5.89,"Grocery"
"04345607690","MAGGI CKN BOUILLON 8TBS 3.38OZ",.89,"Grocery"
"04345607350","MAGGI SEASONING SAUCE 3.38 OZ",1.69,"Grocery"
"02800068320","LA LECHERA SQUEEZE 15.8 OZ",5.29,"Grocery"
"02800051811","LA LECHERA SIX PACK 6/3.5 OZ",7.29,"Grocery"
"02800051780","LA LECHERA CONDENSED MILK14 OZ",2.79,"Grocery"
"02800051720","NESTLE MEDIA CREMA 7.6 OZ",2.59,"Grocery"
"02800051886","NESTLE DULCE LECHE 13.4 OZ",4.39,"Grocery"
"02800036971","MILO POWDER JAMAICAN 14.1 OZ",6.69,"Grocery"
"02800070497","MILO READY TO DRINK 8 OZ",1.19,"Grocery"
"02800003317","NIDO POWERED MILK 12.69 OZ",6.99,"Grocery"
"02800092317","NIDO DRY WHOLE MILK 12/1.76LB",14.79,"Grocery"
"02800082317","NIDO 6/3.52 LBS",25.39,"Grocery"
"02800033317","NIDO 1+KINDER CRECIMIENTO",7.89,"Grocery"
"71966500059","LA LECHERA FAT FREE 24/14 OZ.",3.39,"Grocery"
"02800013317","NIDO 1 KINDER/CRECIMIENTO",30.49,"Grocery"
"02800000165","NESTUM WHEAT AND HONEY 10.5 OZ",3.29,"Grocery"
"02800089169","NESTUM 3 CEREAL 14.1 OZ",5.69,"Grocery"
"02800014972","CERELAC WHEAT W/ MILK 14.1 OZ",8.29,"Grocery"
"02800052553","ABUELITA INST CHOCLATE 12/8 OZ",2.99,"Grocery"
"02800015785","ABUELITA CHOCOLATE 6 TAB",5.59,"Grocery"
"02800061354","ABUELITA SYRUP 12/16 OZ",3.49,"Grocery"
"02800011364","LA LECHERA DULCE DE LECHE SQUE",6.19,"Grocery"
"02800003312","NESTUM 5 CEREALS 12/10.6 OZ.",5.19,"Grocery"
"02800075322","ABUELITA CHOCOLATE 10 TAB",3.69,"Grocery"
"02800024983","LA LECHERA SCM 7 OZ.",1.49,"Grocery"
"7462275401198","BALANCE WT CTRL INST OAT CINNA",.89,"Grocery"
"7462275401204","BALANCE WT CTRL INST OAT VANIL",3.69,"Grocery"
"03852710900","FRESCAVENA VANILLA",3.09,"Grocery"
"03852710910","FRESCAVENA CINNAMON",3.09,"Grocery"
"03852710950","FRESCAVENA STRAWBERRY",3.09,"Grocery"
"03000007100","QUAKER FARINA 16 OZ 3000007100",2.59,"Grocery"
"03000007120","QUAKER FARINA 28 OZ",4.29,"Grocery"
"03000010573","QUAKER FARINA CINNAMON",2.59,"Grocery"
"46227540208","QUAKER INSTANT OATS ORIGINAL",1.99,"Grocery"
"03852713502","OAT QUICK COOKING",5.69,"Grocery"
"33852713504","OAT QUICK COOKING  12/11.6 OZ",2.99,"Grocery"
"03852713530","INSTANT OAT W/IRON",2.99,"Grocery"
"03852713534","INSTANT OAT CINNAMON  11.6 OZ",2.99,"Grocery"
"03852713538","INSTANT OAT VANILLA 11.6 OZ",2.99,"Grocery"
"03852713508","OAT FORTIFIED W/IRON 11.6 OZ",2.99,"Grocery"
"03852713532","INSTANT OAT FORTIFIED W/IRON",5.69,"Grocery"
"03852713536","INSTANT OAT WITH CINNAMON",5.69,"Grocery"
"7462275401341","CREMA DE MAIZ 12/11.9 OZ",1.99,"Grocery"
"08332205263","ALPINA NATURAL OAT SMOOTHIE",2.59,"Grocery"
"08332205269","ALPINA CINNAMON OAT SMOOTHIE",2.59,"Grocery"
"08332205268","ALPINA LIGHT OAT SMOOTHIE",2.59,"Grocery"
"462275402232","QUAKER CREAM OF CORN 12 OZ.",3.39,"Grocery"
"08332208284","ALPINA DULCE DE LECHE 24/8.8",2.59,"Grocery"
"08332208282","ALPINA DULCE DE LECHE  6PK",3.59,"Grocery"
"08332208285","ALPINA DULCE DE LECHE 12/17.6",4.59,"Grocery"
"08332208254","ALPINA DULCE DE LECHE 12/15.5",4.69,"Grocery"
"08332201664","ALPINA BABY FOOD BANANA 24/4",.89,"Grocery"
"08332201663","ALPINA BABY FOOD PEACH 24/4",.89,"Grocery"
"08332201658","ALPINA BABY FOOD PEAR 24/4",.89,"Grocery"
"08332201659","ALPINA BABY FOOD APPLE 24/4",.89,"Grocery"
"08332201660","ALPINA BABY FOOD PRUNE 24/4",.89,"Grocery"
"08332201661","ALPINA BABY FOOD GUAVA 24/4",.89,"Grocery"
"08332201662","ALPINA BABY FOOD MANGO 24/4",.89,"Grocery"
"08332201665","ALPINA BABY FOOD TROP FRUITS",.89,"Grocery"
"08332201623","ALPINA BABY CARIB FANTASY 2 PK",1.69,"Grocery"
"08332201624","ALPINA ORIGINAL OAT SMOOTHIE",.89,"Grocery"
"08332201626","ALPINA LIGHT OAT SMOOTHIE 8.33",.89,"Grocery"
"08332201625","ALPINA CINNAMON OAT SMOOTHIE",.89,"Grocery"
"08332206373","ALPINA CINNAMON OAT SMOOTHIE",.00,"Grocery"
"08332206374","ALPINA LIGHT OAT SMOOTHIE",.00,"Grocery"
"08332206372","ALPINA ORIGINAL OAT SMOOTHIE",.00,"Grocery"
"04741622998","DUX SLED BOX",6.39,"Grocery"
"04741622997","DUX CHRISTMAS PARTY MIX",3.79,"Grocery"
"04741605321","DUX NOCHE BUENA BAG SMALL",.99,"Grocery"
"04741622996","DUX CHRISTMAS TRUNK TIN",4.49,"Grocery"
"0528622","GOYA BEECHNUT CHICKEN W/BROTH",1.49,"Grocery"
"0528642","GOYA BEECHNUT BEEF W/BROTH",1.49,"Grocery"
"0529002","GOYA BEECHNUT MANGO",.79,"Grocery"
"0529032","GOYA BEECHNUT BANANA PEACH",.79,"Grocery"
"0529042","GOYA BEECHNUT APPLE MANGO",.79,"Grocery"
"0529062","GOYA BEECHNUT GUAVA",.79,"Grocery"
"0529072","GOYA BEECHNUT WINTER SQUASH",.79,"Grocery"
"0529272","GOYA BEECHNUT BANANA PEAR",.79,"Grocery"
"0529352","GOYA BEECHNUT VEGETABLE MEDLEY",.79,"Grocery"
"0529372","GOYA BEECHNUT CARROTS W/CORN",.79,"Grocery"
"0528392","GOYA BEECHNUT PEAR GUAVA",.79,"Grocery"
"0528452","GOYA BEECHNUT BANANA STRWBERRY",.79,"Grocery"
"0528462","GOYA BEECHNUT PEACH MANGO",.79,"Grocery"
"0528472","GOYA BEECHNUT APPLE GUAVA",.79,"Grocery"
"0528502","GOYA BEECHNUT PEAS AND CARROTS",.79,"Grocery"
"05220000961","GOYA BEECHNUT PEAR APRICOT",.89,"Grocery"
"05220000884","GOYA BEECHNUT RICE PUDDING",.89,"Grocery"
"05220001032","GOYA BEECHNUT APPLE MANGO ORNG",1.69,"Grocery"
"05220001033","GOYA BEECHNUT PEAR MNGO SWT PO",1.69,"Grocery"
"05220001034","GOYA BEECHNUT APPLE PEAR GUAVA",1.69,"Grocery"
"05220001035","GOYA BEECHNUT BNA APL STRAW PN",1.69,"Grocery"
"05220000822","GOYA BEECHNUT RICE WITH MANGO",3.39,"Grocery"
"04133106027","CORNED BEEF CLUB PACK 2/12 OZ.",.01,"Grocery"
"73990700001","HARINA PAN WHITE 35.27 OZ.",2.99,"Grocery"
"73990700206","HARINA PAN YELLOW 35.27 OZ.",2.99,"Grocery"
"04133106130","MAZAPAN SANCHIS MIRA",4.59,"Grocery"
"04133106135","YEMA SANCHIS MIRA",4.59,"Grocery"
"04133106140","FRUTA SANCHIS MIRA",4.59,"Grocery"
"04133106145","CHOCOLATE SANCHIS MIRA",4.59,"Grocery"
"04133106147","YEMA TOSTADA SANCHIS MIRA",4.59,"Grocery"
"04133106150","MEMBRILLO SANCHIS MIRA",3.39,"Grocery"
"04133106160","MOUSSE CHCOLATE SANCHIS MIRA",4.59,"Grocery"
"07573800135","SIDRA MAYADOR 25.4 OZ.",2.79,"Grocery"
"01849772197","SIDRA BOCHERO XGLD LABL 25.4OZ",2.79,"Grocery"
"01849772202","EL BOCHERO SIDRA  11 OZ",.79,"Grocery"
"04133106176","SIDRA LA REAL 25.4 OZ.",2.89,"Grocery"
"04133106177","SIDRA GOYA 25.4 OZ.",2.89,"Grocery"
"04133106178","GOYA PANNETTONE",7.59,"Grocery"
"04133106220","ALICANTE SANCHIS MIRA 7 OZ",4.59,"Grocery"
"04133106221","SANCHIS MIRA ALICANTE  3.5 OZ",2.89,"Grocery"
"04133106225","JIJONA SANCHIS MIRA 7 OZ",4.59,"Grocery"
"04133106253","SANCHISMIR TORTA IMPERIAL 7 OZ",5.89,"Grocery"
"04133106259","PORCIONES DE ALICANTE 4/24",.79,"Grocery"
"04133106262","PAN DE CADIZ",4.99,"Grocery"
"04133106263","FIGURITAS MAZAPAN 7 OZ",4.59,"Grocery"
